year mo dd hr mn sc dsub1_Bx dsub1_By dsub1_Bz dsub2_Bx dsub2_By dsub2_Bz dsub3_Bx dsub3_By dsub3_Bz dsub4_Bx dsub4_By dsub4_Bz dsub5_Bx dsub5_By dsub5_Bz
2014 07 15 15 20 37 -42.820651 -9.212261 -41.730746 -32.860307 27.592208 -15.891203 38.268306 8.369089 -32.630776 19.694455 11.471428 -20.384036 -6.063928 -37.821792 -60.888933
2014 07 15 15 20 37 -42.774159 -9.279018 -41.675910 -32.824544 27.428891 -15.898355 38.410165 8.206964 -32.604550 19.631274 11.439241 -20.353042 -6.117572 -37.945769 -60.921119
2014 07 15 15 20 38 -42.738397 -9.355312 -41.722402 -32.916335 27.360942 -16.067633 38.270690 8.175970 -32.624816 19.589551 11.482157 -20.392381 -6.154527 -37.837289 -61.040328
2014 07 15 15 20 38 -42.774159 -9.355312 -41.756972 -32.981900 27.444388 -16.320356 38.095452 8.558632 -32.567595 19.452460 11.684813 -20.443641 -6.279697 -37.740729 -60.946153
2014 07 15 15 20 38 -42.901713 -9.205108 -41.814193 -32.857923 27.585055 -15.965113 38.103797 8.644463 -32.571171 19.566901 11.751570 -20.456754 -6.161680 -37.808679 -60.911582
2014 07 15 15 20 38 -42.901713 -9.205108 -41.814193 -32.857923 27.585055 -15.965113 38.103797 8.644463 -32.571171 19.566901 11.751570 -20.456754 -6.161680 -37.808679 -60.911582
2014 07 15 15 20 39 -42.870719 -9.180074 -41.691407 -32.897262 27.381207 -16.090282 38.348176 8.193851 -32.658194 19.621737 11.393942 -20.386420 -6.136646 -37.919543 -60.955690
2014 07 15 15 20 39 -42.761046 -9.450679 -41.717633 -32.874612 27.327563 -16.164192 38.227775 8.377434 -32.505606 19.502528 11.538185 -20.451985 -6.266584 -37.844441 -61.010526
2014 07 15 15 20 39 -42.813498 -9.299283 -41.833266 -32.955674 27.494456 -16.304859 38.125255 8.566977 -32.612895 19.461997 11.674084 -20.451985 -6.214132 -37.684701 -60.978339
2014 07 15 15 20 39 -42.899329 -9.227758 -41.754588 -32.909183 27.647044 -15.906700 38.159825 8.632542 -32.558058 19.583590 11.740841 -20.434104 -6.142606 -37.852786 -60.910390
2014 07 15 15 20 40 -42.868335 -9.178882 -41.716441 -32.886533 27.585055 -15.881666 38.341023 8.401276 -32.642697 19.736178 11.510767 -20.389996 -6.000747 -37.861131 -60.881780
2014 07 15 15 20 40 -42.752702 -9.250408 -41.624650 -32.792357 27.394320 -15.944847 38.382747 8.248688 -32.665347 19.646771 11.415400 -20.403110 -6.050815 -37.944577 -60.922311
2014 07 15 15 20 40 -42.772967 -9.375577 -41.705712 -32.924680 27.343060 -16.064056 38.300492 8.217693 -32.583092 19.585975 11.422552 -20.366155 -6.152143 -37.803910 -61.090396
2014 07 15 15 20 40 -42.798001 -9.385114 -41.752204 -32.891301 27.434852 -16.248831 38.181283 8.489490 -32.637929 19.503720 11.567987 -20.417415 -6.230821 -37.691853 -60.968803
2014 07 15 15 20 41 -42.889792 -9.306436 -41.874989 -32.875804 27.570750 -16.019949 38.159825 8.631350 -32.581900 19.549020 11.708654 -20.430528 -6.144990 -37.799142 -60.891317
2014 07 15 15 20 41 -42.827804 -9.131198 -41.755780 -32.894877 27.672078 -15.888819 38.277842 8.502604 -32.683228 19.662269 11.550106 -20.440064 -5.967369 -37.828944 -60.879396
2014 07 15 15 20 41 -42.799193 -9.306436 -41.650876 -32.733945 27.396705 -15.866169 38.416125 8.291603 -32.605742 19.632466 11.404671 -20.406686 -6.077041 -37.973187 -60.906814
2014 07 15 15 20 41 -42.746741 -9.386306 -41.785582 -32.843617 27.353789 -16.091475 38.236119 8.243919 -32.569979 19.620545 11.436857 -20.374499 -6.234397 -37.840865 -61.029599
2014 07 15 15 20 42 -42.764623 -9.337430 -41.886910 -32.978324 27.506377 -16.308435 38.109757 8.587242 -32.574748 19.515641 11.646666 -20.481788 -6.171216 -37.694238 -60.953306
2014 07 15 15 20 42 -42.871911 -9.147888 -41.787967 -32.946137 27.627971 -15.924582 38.231351 8.524061 -32.624816 19.614585 11.633553 -20.442449 -6.006708 -37.799142 -60.868667
2014 07 15 15 20 42 -42.839724 -9.207492 -41.724786 -32.866267 27.515914 -15.801796 38.407781 8.279682 -32.590245 19.726642 11.502422 -20.428143 -6.048431 -37.870667 -60.975955
2014 07 15 15 20 42 -42.659718 -9.331470 -41.656836 -32.876996 27.383592 -16.040215 38.364865 8.137823 -32.604550 19.643195 11.376060 -20.399533 -6.097307 -37.876628 -60.991453
2014 07 15 15 20 43 -42.763431 -9.422069 -41.826114 -32.930640 27.455117 -16.348967 38.102605 8.530022 -32.562827 19.473918 11.637129 -20.437680 -6.268968 -37.734769 -60.922311
2014 07 15 15 20 43 -42.916018 -9.242063 -41.836842 -32.855538 27.594592 -15.962728 38.150288 8.620621 -32.552098 19.554980 11.684813 -20.404302 -6.131877 -37.838481 -60.912774
2014 07 15 15 20 43 -42.823035 -9.134775 -41.703328 -32.918719 27.599360 -15.922197 38.284995 8.395315 -32.637929 19.658692 11.464275 -20.454370 -6.066312 -37.838481 -60.884164
2014 07 15 15 20 43 -42.767007 -9.259944 -41.640147 -32.778052 27.457501 -15.848288 38.356521 8.285643 -32.661770 19.620545 11.433281 -20.343505 -6.088962 -37.971995 -60.927079
2014 07 15 15 20 44 -42.700250 -9.370809 -41.748628 -32.878188 27.401473 -16.117701 38.277842 8.211733 -32.579516 19.575246 11.478580 -20.424567 -6.257047 -37.821792 -61.034368
